"","year","mun","trat","pto","se","value"
"4985",2011,"Nuevo Parangaricutiro",1,1,"Processing industries",754
"4986",2011,"Nahuatzen",0,1,"Processing industries",139
"4987",2011,"Coalcoman",0,1,"Processing industries",355
"4988",2011,"Tumbiscatio",0,1,"Processing industries",0
"4989",2011,"Aguililla",0,1,"Processing industries",445
"4990",2011,"Tancitaro",1,1,"Processing industries",1391
"4991",2011,"Cotija",1,1,"Processing industries",480
"4992",2011,"Chilchota",1,1,"Processing industries",50
"4993",2011,"Jacona",0,1,"Processing industries",7465
"4994",2011,"Jiquilpan",0,1,"Processing industries",3450
"4995",2011,"La Piedad",0,1,"Processing industries",13082
"4996",2011,"Los Reyes",1,1,"Processing industries",2448
"4997",2011,"Periban",1,1,"Processing industries",1952
"4998",2011,"Sahuayo",0,1,"Processing industries",3435
"4999",2011,"Tinguindin",1,1,"Processing industries",1376
"5000",2011,"Tocumbo",1,1,"Processing industries",1593
"5001",2011,"Venustiano Carranza",0,1,"Processing industries",507
"5002",2011,"Zamora",0,1,"Processing industries",18983
"5003",2011,"Penjamillo",0,1,"Processing industries",12
"5004",2011,"Pajacuaran",0,1,"Processing industries",24
"5005",2011,"Vista Hermosa",0,1,"Processing industries",909
"5006",2011,"Tanhuato",0,1,"Processing industries",36
"5007",2011,"Brisenas",0,1,"Processing industries",99
"5008",2011,"Zinaparo",0,1,"Processing industries",24
"5009",2011,"Churintzio",0,1,"Processing industries",132
"5010",2011,"Numaran",0,1,"Processing industries",186
"5011",2011,"Tangancicuaro",1,1,"Processing industries",553
"5012",2011,"Purepero",1,1,"Processing industries",2400
"5013",2011,"Tlazazalca",0,1,"Processing industries",0
"5014",2011,"Cojumatlan de Regules",0,1,"Processing industries",18
"5015",2011,"Chavinda",0,1,"Processing industries",611
"5016",2011,"Tangamandapio",1,1,"Processing industries",407
"5017",2011,"Yurecuaro",0,1,"Processing industries",1118
"5018",2011,"Ecuandureo",0,1,"Processing industries",177
"5019",2011,"Villamar",0,1,"Processing industries",0
"5020",2011,"Ixtlan",0,1,"Processing industries",86
"5021",2011,"Marcos Castellanos",0,1,"Processing industries",488
"5022",2011,"Hidalgo",1,1,"Processing industries",2824
"5023",2011,"Jungapeo",1,1,"Processing industries",535
"5024",2011,"Zitacuaro",1,1,"Processing industries",5179
"5025",2011,"Angangueo",0,1,"Processing industries",47
"5026",2011,"Tlalpujahua",0,1,"Processing industries",2073
"5027",2011,"Ocampo",1,1,"Processing industries",414
"5028",2011,"Maravatio",0,1,"Processing industries",1221
"5029",2011,"Contepec",0,1,"Processing industries",244
"5030",2011,"Huetamo",0,1,"Processing industries",323
"5031",2011,"San Lucas",0,1,"Processing industries",260
"5032",2011,"Irimbo",0,1,"Processing industries",266
"5033",2011,"Aporo",0,1,"Processing industries",60
"5034",2011,"Tuxpan",1,1,"Processing industries",140
"5035",2011,"Senguio",0,1,"Processing industries",60
"5036",2011,"Tiquicheo",0,1,"Processing industries",10
"5037",2011,"Tuzantla",0,1,"Processing industries",25
"5038",2011,"Juarez",1,1,"Processing industries",0
"5039",2011,"Epitacio Huerta",0,1,"Processing industries",56
"5040",2011,"Arteaga",0,1,"Processing industries",16
"5041",2011,"Lazaro Cardenas",0,1,"Processing industries",15490
"5042",2011,"Susupuato",0,1,"Processing industries",0
"5043",2012,"Chinicuila",0,1,"Processing industries",0
"5044",2012,"Coahuayana",0,1,"Processing industries",154
"5045",2012,"Aquila",0,1,"Processing industries",3
"5046",2012,"Morelia",0,1,"Processing industries",53783
"5047",2012,"Nocupetaro",0,1,"Processing industries",0
"5048",2012,"Patzcuaro",1,1,"Processing industries",2158
"5049",2012,"Quiroga",1,1,"Processing industries",517
"5050",2012,"Tacambaro",1,1,"Processing industries",1789
"5051",2012,"Turicato",1,1,"Processing industries",49
"5052",2012,"Zacapu",0,1,"Processing industries",8041
"5053",2012,"Tarimbaro",1,1,"Processing industries",3441
"5054",2012,"Acuitzio",1,1,"Processing industries",172
"5055",2012,"Ario",1,1,"Processing industries",483
"5056",2012,"Erongaricuaro",1,1,"Processing industries",121
"5057",2012,"La Huacana",0,1,"Processing industries",12
"5058",2012,"Huiramba",1,1,"Processing industries",25
"5059",2012,"Lagunillas",1,1,"Processing industries",0
"5060",2012,"Madero",1,1,"Processing industries",334
"5061",2012,"Salvador Escalante",1,1,"Processing industries",1662
"5062",2012,"Tzintzuntzan",1,1,"Processing industries",77
"5063",2012,"Angamacutiro",0,1,"Processing industries",57
"5064",2012,"Jose Sixto Verduzco",0,1,"Processing industries",223
"5065",2012,"Morelos",0,1,"Processing industries",0
"5066",2012,"Panindicuaro",0,1,"Processing industries",242
"5067",2012,"Puruandiro",0,1,"Processing industries",1583
"5068",2012,"Churumuco",0,1,"Processing industries",0
"5069",2012,"Zinapecuaro",1,1,"Processing industries",544
"5070",2012,"Querendaro",0,1,"Processing industries",173
"5071",2012,"Indaparapeo",0,1,"Processing industries",211
"5072",2012,"Charo",0,1,"Processing industries",134
"5073",2012,"Alvaro Obregon",0,1,"Processing industries",230
"5074",2012,"Coeneo",0,1,"Processing industries",85
"5075",2012,"Jimenez",0,1,"Processing industries",345
"5076",2012,"Huaniqueo",0,1,"Processing industries",209
"5077",2012,"Caracuaro",0,1,"Processing industries",0
"5078",2012,"Cuitzeo",0,1,"Processing industries",205
"5079",2012,"Chucandiro",0,1,"Processing industries",36
"5080",2012,"Santa Ana Maya",0,1,"Processing industries",242
"5081",2012,"Huandacareo",0,1,"Processing industries",206
"5082",2012,"Copandaro",0,1,"Processing industries",70
"5083",2012,"Tzitzio",0,1,"Processing industries",0
"5084",2012,"Apatzingan",1,1,"Processing industries",4482
"5085",2012,"Charapan",0,1,"Processing industries",20
"5086",2012,"Cheran",0,1,"Processing industries",20
"5087",2012,"Gabriel Zamora",0,1,"Processing industries",600
"5088",2012,"Mugica",0,1,"Processing industries",985
"5089",2012,"Nuevo Urecho",0,1,"Processing industries",26
"5090",2012,"Paracuaro",0,1,"Processing industries",288
"5091",2012,"Paracho",0,1,"Processing industries",2043
"5092",2012,"Taretan",1,1,"Processing industries",936
"5093",2012,"Uruapan",1,1,"Processing industries",27387
"5094",2012,"Tingambato",1,1,"Processing industries",32
"5095",2012,"Tepalcatepec",0,1,"Processing industries",294
"5096",2012,"Buenavista",0,1,"Processing industries",841
"5097",2012,"Ziracuaretiro",1,1,"Processing industries",279
"5098",2012,"Nuevo Parangaricutiro",1,1,"Processing industries",738
"5099",2012,"Nahuatzen",0,1,"Processing industries",107
"5100",2012,"Coalcoman",0,1,"Processing industries",341
"5101",2012,"Tumbiscatio",0,1,"Processing industries",0
"5102",2012,"Aguililla",0,1,"Processing industries",448
"5103",2012,"Tancitaro",1,1,"Processing industries",1595
"5104",2012,"Cotija",1,1,"Processing industries",523
"5105",2012,"Chilchota",1,1,"Processing industries",39
"5106",2012,"Jacona",0,1,"Processing industries",6846
"5107",2012,"Jiquilpan",0,1,"Processing industries",3409
"5108",2012,"La Piedad",0,1,"Processing industries",12678
"5109",2012,"Los Reyes",1,1,"Processing industries",2670
"5110",2012,"Periban",1,1,"Processing industries",1773
"5111",2012,"Sahuayo",0,1,"Processing industries",3838
"5112",2012,"Tinguindin",1,1,"Processing industries",1691
"5113",2012,"Tocumbo",1,1,"Processing industries",1761
"5114",2012,"Venustiano Carranza",0,1,"Processing industries",594
"5115",2012,"Zamora",0,1,"Processing industries",19212
"5116",2012,"Penjamillo",0,1,"Processing industries",12
"5117",2012,"Pajacuaran",0,1,"Processing industries",49
"5118",2012,"Vista Hermosa",0,1,"Processing industries",853
"5119",2012,"Tanhuato",0,1,"Processing industries",36
"5120",2012,"Brisenas",0,1,"Processing industries",98
"5121",2012,"Zinaparo",0,1,"Processing industries",24
"5122",2012,"Churintzio",0,1,"Processing industries",193
"5123",2012,"Numaran",0,1,"Processing industries",245
"5124",2012,"Tangancicuaro",1,1,"Processing industries",622
"5125",2012,"Purepero",1,1,"Processing industries",2306
"5126",2012,"Tlazazalca",0,1,"Processing industries",0
"5127",2012,"Cojumatlan de Regules",0,1,"Processing industries",12
"5128",2012,"Chavinda",0,1,"Processing industries",603
"5129",2012,"Tangamandapio",1,1,"Processing industries",440
"5130",2012,"Yurecuaro",0,1,"Processing industries",1074
"5131",2012,"Ecuandureo",0,1,"Processing industries",176
"5132",2012,"Villamar",0,1,"Processing industries",0
"5133",2012,"Ixtlan",0,1,"Processing industries",84
"5134",2012,"Marcos Castellanos",0,1,"Processing industries",491
"5135",2012,"Hidalgo",1,1,"Processing industries",2692
"5136",2012,"Jungapeo",1,1,"Processing industries",548
"5137",2012,"Zitacuaro",1,1,"Processing industries",4935
"5138",2012,"Angangueo",0,1,"Processing industries",28
"5139",2012,"Tlalpujahua",0,1,"Processing industries",1935
"5140",2012,"Ocampo",1,1,"Processing industries",427
"5141",2012,"Maravatio",0,1,"Processing industries",1190
"5142",2012,"Contepec",0,1,"Processing industries",362
"5143",2012,"Huetamo",0,1,"Processing industries",358
"5144",2012,"San Lucas",0,1,"Processing industries",257
"5145",2012,"Irimbo",0,1,"Processing industries",231
"5146",2012,"Aporo",0,1,"Processing industries",56
"5147",2012,"Tuxpan",1,1,"Processing industries",163
"5148",2012,"Senguio",0,1,"Processing industries",50
"5149",2012,"Tiquicheo",0,1,"Processing industries",0
"5150",2012,"Tuzantla",0,1,"Processing industries",30
"5151",2012,"Juarez",1,1,"Processing industries",0
"5152",2012,"Susupuato",0,1,"Processing industries",0
"5153",2012,"Epitacio Huerta",0,1,"Processing industries",34
"5154",2012,"Arteaga",0,1,"Processing industries",0
"5155",2012,"Lazaro Cardenas",0,1,"Processing industries",13933
"5156",2013,"Chinicuila",0,1,"Processing industries",0
"5157",2013,"Coahuayana",0,1,"Processing industries",147
"5158",2013,"Aquila",0,1,"Processing industries",11
"5159",2013,"Morelia",0,1,"Processing industries",53107
"5160",2013,"Nocupetaro",0,1,"Processing industries",0
"5161",2013,"Patzcuaro",1,1,"Processing industries",2147
"5162",2013,"Quiroga",1,1,"Processing industries",430
"5163",2013,"Tacambaro",1,1,"Processing industries",1748
"5164",2013,"Turicato",1,1,"Processing industries",57
"5165",2013,"Zacapu",0,1,"Processing industries",8172
"5166",2013,"Tarimbaro",1,1,"Processing industries",3324
"5167",2013,"Acuitzio",1,1,"Processing industries",197
"5168",2013,"Ario",1,1,"Processing industries",433
"5169",2013,"Erongaricuaro",1,1,"Processing industries",117
"5170",2013,"La Huacana",0,1,"Processing industries",12
"5171",2013,"Huiramba",1,1,"Processing industries",36
"5172",2013,"Lagunillas",1,1,"Processing industries",0
"5173",2013,"Madero",1,1,"Processing industries",303
"5174",2013,"Salvador Escalante",1,1,"Processing industries",1601
"5175",2013,"Tzintzuntzan",1,1,"Processing industries",77
"5176",2013,"Angamacutiro",0,1,"Processing industries",48
"5177",2013,"Jose Sixto Verduzco",0,1,"Processing industries",186
"5178",2013,"Morelos",0,1,"Processing industries",14
"5179",2013,"Panindicuaro",0,1,"Processing industries",239
"5180",2013,"Puruandiro",0,1,"Processing industries",1491
"5181",2013,"Churumuco",0,1,"Processing industries",16
"5182",2013,"Zinapecuaro",1,1,"Processing industries",566
"5183",2013,"Querendaro",0,1,"Processing industries",184
"5184",2013,"Indaparapeo",0,1,"Processing industries",354
"5185",2013,"Charo",0,1,"Processing industries",178
"5186",2013,"Alvaro Obregon",0,1,"Processing industries",243
"5187",2013,"Coeneo",0,1,"Processing industries",63
"5188",2013,"Jimenez",0,1,"Processing industries",351
"5189",2013,"Huaniqueo",0,1,"Processing industries",213
"5190",2013,"Caracuaro",0,1,"Processing industries",0
"5191",2013,"Cuitzeo",0,1,"Processing industries",534
"5192",2013,"Chucandiro",0,1,"Processing industries",36
"5193",2013,"Santa Ana Maya",0,1,"Processing industries",236
"5194",2013,"Huandacareo",0,1,"Processing industries",227
"5195",2013,"Copandaro",0,1,"Processing industries",89
"5196",2013,"Tzitzio",0,1,"Processing industries",0
"5197",2013,"Apatzingan",1,1,"Processing industries",4129
"5198",2013,"Charapan",0,1,"Processing industries",24
"5199",2013,"Cheran",0,1,"Processing industries",12
"5200",2013,"Gabriel Zamora",0,1,"Processing industries",552
"5201",2013,"Mugica",0,1,"Processing industries",1414
"5202",2013,"Nuevo Urecho",0,1,"Processing industries",57
"5203",2013,"Paracuaro",0,1,"Processing industries",256
"5204",2013,"Paracho",0,1,"Processing industries",1847
"5205",2013,"Taretan",1,1,"Processing industries",1089
"5206",2013,"Uruapan",1,1,"Processing industries",28137
"5207",2013,"Tingambato",1,1,"Processing industries",24
"5208",2013,"Tepalcatepec",0,1,"Processing industries",251
"5209",2013,"Buenavista",0,1,"Processing industries",760
"5210",2013,"Ziracuaretiro",1,1,"Processing industries",351
"5211",2013,"Nuevo Parangaricutiro",1,1,"Processing industries",754
"5212",2013,"Nahuatzen",0,1,"Processing industries",72
"5213",2013,"Coalcoman",0,1,"Processing industries",310
"5214",2013,"Tumbiscatio",0,1,"Processing industries",0
"5215",2013,"Aguililla",0,1,"Processing industries",455
"5216",2013,"Tancitaro",1,1,"Processing industries",1433
"5217",2013,"Cotija",1,1,"Processing industries",522
"5218",2013,"Chilchota",1,1,"Processing industries",40
"5219",2013,"Jacona",0,1,"Processing industries",7170
"5220",2013,"Jiquilpan",0,1,"Processing industries",3568
"5221",2013,"La Piedad",0,1,"Processing industries",13038
"5222",2013,"Los Reyes",1,1,"Processing industries",2442
"5223",2013,"Periban",1,1,"Processing industries",1718
"5224",2013,"Sahuayo",0,1,"Processing industries",4014
"5225",2013,"Tinguindin",1,1,"Processing industries",1935
"5226",2013,"Tocumbo",1,1,"Processing industries",1677
"5227",2013,"Venustiano Carranza",0,1,"Processing industries",537
"5228",2013,"Zamora",0,1,"Processing industries",18837
"5229",2013,"Penjamillo",0,1,"Processing industries",24
"5230",2013,"Pajacuaran",0,1,"Processing industries",41
"5231",2013,"Vista Hermosa",0,1,"Processing industries",715
"5232",2013,"Tanhuato",0,1,"Processing industries",40
"5233",2013,"Brisenas",0,1,"Processing industries",115
"5234",2013,"Zinaparo",0,1,"Processing industries",24
"5235",2013,"Churintzio",0,1,"Processing industries",203
"5236",2013,"Numaran",0,1,"Processing industries",230
"5237",2013,"Tangancicuaro",1,1,"Processing industries",679
"5238",2013,"Purepero",1,1,"Processing industries",2523
"5239",2013,"Tlazazalca",0,1,"Processing industries",0
"5240",2013,"Cojumatlan de Regules",0,1,"Processing industries",12
"5241",2013,"Chavinda",0,1,"Processing industries",659
"5242",2013,"Tangamandapio",1,1,"Processing industries",450
"5243",2013,"Yurecuaro",0,1,"Processing industries",1136
"5244",2013,"Ecuandureo",0,1,"Processing industries",159
"5245",2013,"Villamar",0,1,"Processing industries",4
"5246",2013,"Ixtlan",0,1,"Processing industries",100
"5247",2013,"Marcos Castellanos",0,1,"Processing industries",487
"5248",2013,"Hidalgo",1,1,"Processing industries",2876
"5249",2013,"Jungapeo",1,1,"Processing industries",545
"5250",2013,"Zitacuaro",1,1,"Processing industries",5138
"5251",2013,"Angangueo",0,1,"Processing industries",43
"5252",2013,"Tlalpujahua",0,1,"Processing industries",1933
"5253",2013,"Ocampo",1,1,"Processing industries",425
"5254",2013,"Maravatio",0,1,"Processing industries",1252
"5255",2013,"Contepec",0,1,"Processing industries",680
"5256",2013,"Huetamo",0,1,"Processing industries",357
"5257",2013,"San Lucas",0,1,"Processing industries",269
"5258",2013,"Irimbo",0,1,"Processing industries",259
"5259",2013,"Aporo",0,1,"Processing industries",48
"5260",2013,"Tuxpan",1,1,"Processing industries",202
"5261",2013,"Senguio",0,1,"Processing industries",45
"5262",2013,"Tiquicheo",0,1,"Processing industries",0
"5263",2013,"Tuzantla",0,1,"Processing industries",30
"5264",2013,"Juarez",1,1,"Processing industries",0
"5265",2013,"Epitacio Huerta",0,1,"Processing industries",36
"5266",2013,"Arteaga",0,1,"Processing industries",0
"5267",2013,"Lazaro Cardenas",0,1,"Processing industries",13722
"5268",2014,"Chinicuila",0,1,"Processing industries",0
"5269",2014,"Coahuayana",0,1,"Processing industries",105
"5270",2014,"Aquila",0,1,"Processing industries",0
"5271",2014,"Morelia",0,1,"Processing industries",52926
"5272",2014,"Nocupetaro",0,1,"Processing industries",0
"5273",2014,"Patzcuaro",1,1,"Processing industries",2130
"5274",2014,"Quiroga",1,1,"Processing industries",434
"5275",2014,"Tacambaro",1,1,"Processing industries",1940
"5276",2014,"Turicato",1,1,"Processing industries",104
"5277",2014,"Zacapu",0,1,"Processing industries",8076
"5278",2014,"Tarimbaro",1,1,"Processing industries",3199
"5279",2014,"Acuitzio",1,1,"Processing industries",195
"5280",2014,"Ario",1,1,"Processing industries",391
"5281",2014,"Erongaricuaro",1,1,"Processing industries",101
"5282",2014,"La Huacana",0,1,"Processing industries",12
"5283",2014,"Huiramba",1,1,"Processing industries",41
"5284",2014,"Lagunillas",1,1,"Processing industries",0
"5285",2014,"Madero",1,1,"Processing industries",378
"5286",2014,"Salvador Escalante",1,1,"Processing industries",1494
"5287",2014,"Tzintzuntzan",1,1,"Processing industries",70
"5288",2014,"Angamacutiro",0,1,"Processing industries",54
"5289",2014,"Jose Sixto Verduzco",0,1,"Processing industries",210
"5290",2014,"Morelos",0,1,"Processing industries",17
"5291",2014,"Panindicuaro",0,1,"Processing industries",277
"5292",2014,"Puruandiro",0,1,"Processing industries",1477
"5293",2014,"Churumuco",0,1,"Processing industries",19
"5294",2014,"Zinapecuaro",1,1,"Processing industries",618
"5295",2014,"Querendaro",0,1,"Processing industries",165
"5296",2014,"Indaparapeo",0,1,"Processing industries",268
"5297",2014,"Charo",0,1,"Processing industries",258
"5298",2014,"Alvaro Obregon",0,1,"Processing industries",210
"5299",2014,"Coeneo",0,1,"Processing industries",59
"5300",2014,"Jimenez",0,1,"Processing industries",336
"5301",2014,"Huaniqueo",0,1,"Processing industries",182
"5302",2014,"Caracuaro",0,1,"Processing industries",0
"5303",2014,"Cuitzeo",0,1,"Processing industries",655
"5304",2014,"Chucandiro",0,1,"Processing industries",36
"5305",2014,"Santa Ana Maya",0,1,"Processing industries",231
"5306",2014,"Huandacareo",0,1,"Processing industries",216
"5307",2014,"Copandaro",0,1,"Processing industries",70
"5308",2014,"Tzitzio",0,1,"Processing industries",0
"5309",2014,"Apatzingan",1,1,"Processing industries",4395
"5310",2014,"Charapan",0,1,"Processing industries",24
"5311",2014,"Cheran",0,1,"Processing industries",12
"5312",2014,"Gabriel Zamora",0,1,"Processing industries",489
"5313",2014,"Mugica",0,1,"Processing industries",1330
"5314",2014,"Nuevo Urecho",0,1,"Processing industries",9
"5315",2014,"Paracuaro",0,1,"Processing industries",250
"5316",2014,"Paracho",0,1,"Processing industries",1948
"5317",2014,"Taretan",1,1,"Processing industries",1078
"5318",2014,"Uruapan",1,1,"Processing industries",28983
"5319",2014,"Tingambato",1,1,"Processing industries",24
"5320",2014,"Tepalcatepec",0,1,"Processing industries",281
"5321",2014,"Buenavista",0,1,"Processing industries",777
"5322",2014,"Ziracuaretiro",1,1,"Processing industries",576
"5323",2014,"Nuevo Parangaricutiro",1,1,"Processing industries",903
"5324",2014,"Nahuatzen",0,1,"Processing industries",61
"5325",2014,"Coalcoman",0,1,"Processing industries",324
"5326",2014,"Tumbiscatio",0,1,"Processing industries",0
"5327",2014,"Aguililla",0,1,"Processing industries",267
"5328",2014,"Tancitaro",1,1,"Processing industries",1344
"5329",2014,"Cotija",1,1,"Processing industries",496
"5330",2014,"Chilchota",1,1,"Processing industries",43
"5331",2014,"Jacona",0,1,"Processing industries",7196
"5332",2014,"Jiquilpan",0,1,"Processing industries",3740
"5333",2014,"La Piedad",0,1,"Processing industries",13258
"5334",2014,"Los Reyes",1,1,"Processing industries",2821
"5335",2014,"Periban",1,1,"Processing industries",1793
"5336",2014,"Sahuayo",0,1,"Processing industries",4253
"5337",2014,"Tinguindin",1,1,"Processing industries",2084
"5338",2014,"Tocumbo",1,1,"Processing industries",1749
"5339",2014,"Venustiano Carranza",0,1,"Processing industries",562
"5340",2014,"Zamora",0,1,"Processing industries",19259
"5341",2014,"Penjamillo",0,1,"Processing industries",10
"5342",2014,"Pajacuaran",0,1,"Processing industries",42
"5343",2014,"Vista Hermosa",0,1,"Processing industries",867
"5344",2014,"Tanhuato",0,1,"Processing industries",57
"5345",2014,"Brisenas",0,1,"Processing industries",142
"5346",2014,"Zinaparo",0,1,"Processing industries",24
"5347",2014,"Churintzio",0,1,"Processing industries",206
"5348",2014,"Numaran",0,1,"Processing industries",229
"5349",2014,"Tangancicuaro",1,1,"Processing industries",731
"5350",2014,"Purepero",1,1,"Processing industries",2779
"5351",2014,"Tlazazalca",0,1,"Processing industries",0
"5352",2014,"Cojumatlan de Regules",0,1,"Processing industries",12
"5353",2014,"Chavinda",0,1,"Processing industries",692
"5354",2014,"Tangamandapio",1,1,"Processing industries",495
"5355",2014,"Yurecuaro",0,1,"Processing industries",1152
"5356",2014,"Ecuandureo",0,1,"Processing industries",209
"5357",2014,"Villamar",0,1,"Processing industries",0
"5358",2014,"Ixtlan",0,1,"Processing industries",71
"5359",2014,"Marcos Castellanos",0,1,"Processing industries",598
"5360",2014,"Hidalgo",1,1,"Processing industries",3108
"5361",2014,"Jungapeo",1,1,"Processing industries",696
"5362",2014,"Zitacuaro",1,1,"Processing industries",5005
"5363",2014,"Angangueo",0,1,"Processing industries",51
"5364",2014,"Tlalpujahua",0,1,"Processing industries",1866
"5365",2014,"Ocampo",1,1,"Processing industries",436
"5366",2014,"Maravatio",0,1,"Processing industries",1222
"5367",2014,"Contepec",0,1,"Processing industries",145
"5368",2014,"Huetamo",0,1,"Processing industries",333
"5369",2014,"San Lucas",0,1,"Processing industries",284
"5370",2014,"Irimbo",0,1,"Processing industries",257
"5371",2014,"Aporo",0,1,"Processing industries",54
"5372",2014,"Tuxpan",1,1,"Processing industries",179
"5373",2014,"Senguio",0,1,"Processing industries",60
"5374",2014,"Tiquicheo",0,1,"Processing industries",0
"5375",2014,"Tuzantla",0,1,"Processing industries",33
"5376",2014,"Juarez",1,1,"Processing industries",0
"5377",2014,"Epitacio Huerta",0,1,"Processing industries",36
"5378",2014,"Arteaga",0,1,"Processing industries",25
"5379",2014,"Lazaro Cardenas",0,1,"Processing industries",15494
"5380",2015,"Chinicuila",0,1,"Processing industries",0
"5381",2015,"Coahuayana",0,1,"Processing industries",101
"5382",2015,"Aquila",0,1,"Processing industries",3
"5383",2015,"Morelia",0,1,"Processing industries",52552
"5384",2015,"Nocupetaro",0,1,"Processing industries",7
"5385",2015,"Patzcuaro",1,1,"Processing industries",2228
"5386",2015,"Quiroga",1,1,"Processing industries",491
"5387",2015,"Tacambaro",1,1,"Processing industries",2140
"5388",2015,"Turicato",1,1,"Processing industries",73
"5389",2015,"Zacapu",0,1,"Processing industries",8249
"5390",2015,"Tarimbaro",1,1,"Processing industries",3249
"5391",2015,"Acuitzio",1,1,"Processing industries",234
"5392",2015,"Ario",1,1,"Processing industries",506
"5393",2015,"Erongaricuaro",1,1,"Processing industries",99
"5394",2015,"La Huacana",0,1,"Processing industries",12
"5395",2015,"Huiramba",1,1,"Processing industries",45
"5396",2015,"Lagunillas",1,1,"Processing industries",0
"5397",2015,"Madero",1,1,"Processing industries",571
"5398",2015,"Salvador Escalante",1,1,"Processing industries",1642
"5399",2015,"Tzintzuntzan",1,1,"Processing industries",96
"5400",2015,"Angamacutiro",0,1,"Processing industries",60
"5401",2015,"Jose Sixto Verduzco",0,1,"Processing industries",218
"5402",2015,"Morelos",0,1,"Processing industries",12
"5403",2015,"Panindicuaro",0,1,"Processing industries",316
"5404",2015,"Puruandiro",0,1,"Processing industries",1545
"5405",2015,"Churumuco",0,1,"Processing industries",12
"5406",2015,"Zinapecuaro",1,1,"Processing industries",736
"5407",2015,"Querendaro",0,1,"Processing industries",180
"5408",2015,"Indaparapeo",0,1,"Processing industries",226
"5409",2015,"Charo",0,1,"Processing industries",294
"5410",2015,"Alvaro Obregon",0,1,"Processing industries",225
"5411",2015,"Coeneo",0,1,"Processing industries",59
"5412",2015,"Jimenez",0,1,"Processing industries",340
"5413",2015,"Huaniqueo",0,1,"Processing industries",165
"5414",2015,"Caracuaro",0,1,"Processing industries",0
"5415",2015,"Cuitzeo",0,1,"Processing industries",612
"5416",2015,"Chucandiro",0,1,"Processing industries",14
"5417",2015,"Santa Ana Maya",0,1,"Processing industries",230
"5418",2015,"Huandacareo",0,1,"Processing industries",243
"5419",2015,"Copandaro",0,1,"Processing industries",55
"5420",2015,"Tzitzio",0,1,"Processing industries",0
"5421",2015,"Apatzingan",1,1,"Processing industries",4803
"5422",2015,"Charapan",0,1,"Processing industries",112
"5423",2015,"Cheran",0,1,"Processing industries",12
"5424",2015,"Gabriel Zamora",0,1,"Processing industries",445
"5425",2015,"Mugica",0,1,"Processing industries",1204
"5426",2015,"Nuevo Urecho",0,1,"Processing industries",18
"5427",2015,"Paracuaro",0,1,"Processing industries",406
"5428",2015,"Paracho",0,1,"Processing industries",1820
"5429",2015,"Taretan",1,1,"Processing industries",1077
"5430",2015,"Uruapan",1,1,"Processing industries",30252
"5431",2015,"Tingambato",1,1,"Processing industries",24
"5432",2015,"Tepalcatepec",0,1,"Processing industries",245
"5433",2015,"Buenavista",0,1,"Processing industries",750
"5434",2015,"Ziracuaretiro",1,1,"Processing industries",587
"5435",2015,"Nuevo Parangaricutiro",1,1,"Processing industries",1024
"5436",2015,"Nahuatzen",0,1,"Processing industries",98
"5437",2015,"Coalcoman",0,1,"Processing industries",401
"5438",2015,"Tumbiscatio",0,1,"Processing industries",0
"5439",2015,"Aguililla",0,1,"Processing industries",225
"5440",2015,"Tancitaro",1,1,"Processing industries",1858
"5441",2015,"Cotija",1,1,"Processing industries",522
"5442",2015,"Chilchota",1,1,"Processing industries",85
"5443",2015,"Jacona",0,1,"Processing industries",7742
"5444",2015,"Jiquilpan",0,1,"Processing industries",3763
"5445",2015,"La Piedad",0,1,"Processing industries",13250
"5446",2015,"Los Reyes",1,1,"Processing industries",3002
"5447",2015,"Periban",1,1,"Processing industries",2081
"5448",2015,"Sahuayo",0,1,"Processing industries",4113
"5449",2015,"Tinguindin",1,1,"Processing industries",2241
"5450",2015,"Tocumbo",1,1,"Processing industries",1858
"5451",2015,"Venustiano Carranza",0,1,"Processing industries",659
"5452",2015,"Zamora",0,1,"Processing industries",19578
"5453",2015,"Penjamillo",0,1,"Processing industries",0
"5454",2015,"Pajacuaran",0,1,"Processing industries",24
"5455",2015,"Vista Hermosa",0,1,"Processing industries",922
"5456",2015,"Tanhuato",0,1,"Processing industries",56
"5457",2015,"Brisenas",0,1,"Processing industries",123
"5458",2015,"Zinaparo",0,1,"Processing industries",24
"5459",2015,"Churintzio",0,1,"Processing industries",185
"5460",2015,"Numaran",0,1,"Processing industries",264
"5461",2015,"Tangancicuaro",1,1,"Processing industries",648
"5462",2015,"Purepero",1,1,"Processing industries",2555
"5463",2015,"Tlazazalca",0,1,"Processing industries",6
"5464",2015,"Cojumatlan de Regules",0,1,"Processing industries",33
"5465",2015,"Chavinda",0,1,"Processing industries",729
"5466",2015,"Tangamandapio",1,1,"Processing industries",762
"5467",2015,"Yurecuaro",0,1,"Processing industries",1224
"5468",2015,"Ecuandureo",0,1,"Processing industries",397
"5469",2015,"Villamar",0,1,"Processing industries",7
"5470",2015,"Ixtlan",0,1,"Processing industries",30
"5471",2015,"Marcos Castellanos",0,1,"Processing industries",790
"5472",2015,"Hidalgo",1,1,"Processing industries",3051
"5473",2015,"Jungapeo",1,1,"Processing industries",620
"5474",2015,"Zitacuaro",1,1,"Processing industries",4803
"5475",2015,"Angangueo",0,1,"Processing industries",24
"5476",2015,"Tlalpujahua",0,1,"Processing industries",1839
"5477",2015,"Ocampo",1,1,"Processing industries",446
